airport_id,airport_name,city,country,airport_iata,airport_icao,airport_latitude,airport_longitude,airport_altitude,airport_timezone,
1,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.081689835,145.3919983,5282,10,U
2,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.207079887,145.7890015,20,10,U
3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789856,144.2960052,5388,10,U
4,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10,U
5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380356,147.2200012,146,10,U
6,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.583830118,143.6690063,19,10,U
7,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.16049957,-45.42599869,112,-3,E
8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.67810059,283,-3,E
9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122219,-50.71160316,165,-3,E
10,Thule Air Base,Thule,Greenland,THU,BGTL,76.53119659,-68.70320129,251,-4,E
11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366,-18.0727005,6,0,N
12,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.28330231,-14.40139961,76,0,N
13,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,0,N
14,Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,0,N
15,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809784,-23.13529968,8,0,N
16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.98500061,-22.60560036,171,0,N
17,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,0,N
18,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.12999725,-21.94059944,48,0,N
19,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0,N
20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430115,-20.27890015,326,0,N
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061,-84.50939941,630,-5,A
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,YAV,CYAV,50.0564003,-97.03250122,760,-6,A
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,YAW,CYAW,44.63970184,-63.49940109,144,-4,A
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.39189911,-56.08309937,108,-3.5,A
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80,-8,A
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7,A
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969,-68.20439911,71,-5,A
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060074,-70.99639893,522,-5,A
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889679,-96.07779694,59,-6,A
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.95080185,-125.2710037,346,-8,A
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.10810089,-105.1380005,90,-7,A
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.05497022,-123.8698626,92,-8,A
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.29639816,-117.6320038,1624,-8,A
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4,A
36,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,-4,A
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.8167038,-115.1439972,74,-7,A
38,Coronation Airport,Coronation,Canada,YCT,CYCT,52.07500076,-111.4449997,2595,-7,A
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.15280151,-121.939003,32,-8,A
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.48609924,-68.51670074,87,-5,A
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.19329834,-83.35939789,210,-5,A
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309845,-139.128006,1215,-8,A
43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110138,-139.0410004,2647,-8,A
44,Princeton Airport,Princeton,Canada,YDC,CYDC,49.4681015,-120.5110016,2298,-8,A
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017,-57.39139938,72,-3.5,A
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.42219925,-130.0319977,2600,-8,A
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10079956,-100.052002,999,-6,A
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.74229813,-120.1829987,2148,-7,A
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.30970001,-113.5800018,2373,-7,A
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.09420013,-94.07080078,32,-6,A
51,Estevan Airport,Estevan,Canada,YEN,CYEN,49.21030045,-102.9660034,1905,-6,N
52,Edson Airport,Edson,Canada,YET,CYET,53.57889938,-116.4649963,3043,-7,A
53,Eureka Airport,Eureka,Canada,YEU,CYEU,79.99469757,-85.81420136,256,-6,A
54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419922,-133.4830017,224,-7,A
55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.75640106,-68.55580139,110,-5,A
56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.8689003,-66.53720093,68,-4,A
57,Forestville Airport,Forestville,Canada,UNKNOWN,CYFE,48.74610138,-69.09719849,293,-5,A
58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.67810059,-101.6819992,997,-6,A
59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.18080139,-113.6900024,526,-7,A
60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.7602005,-121.2369995,555,-7,A
61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529984,-76.59690094,305,-5,A
62,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.62530136,-77.70420074,639,-5,A
63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.77529907,-64.47859955,112,-5,A
64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830124,-86.93939972,1144,-5,A
65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169,-61.77809906,35,-5,A
66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.81669998,-102.310997,1175,-6,N
67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.83169937,-92.74420166,1354,-6,A
68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212,-117.8059998,117,-7,A
69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.63559723,-95.84970093,152,-7,A
70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.17359924,-79.93499756,780,-5,A
71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.51750183,-73.41690063,90,-5,A
72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.83969879,-115.7829971,541,-7,A
73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.88079834,-63.50859833,477,-4,A
74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.77389908,-91.63860321,1408,-5,A
75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962,-77.96669769,181,-5,A
76,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926,-73.28109741,136,-5,A
77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442009,-58.54999924,84,-3.5,A
78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.70220184,-120.4440002,1133,-8,A
79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.46080017,-80.37860107,1055,-5,A
80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.80530167,-66.80529785,1709,-5,A
81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.51750183,-109.1809998,2277,-6,N
82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169,-79.37000275,650,-5,A
83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969,-83.34670258,1470,-5,A
84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.12530136,-108.5230026,1576,-6,N
85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.30920029,-110.072998,2193,-7,A
86,Alert Airport,Alert,Canada,YLT,CYLT,82.51779938,-62.2806015,100,-5,A
87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.95610046,-119.3779984,1421,-8,A
88,Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167,-135.8679962,1653,-8,A
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.33029938,-105.5589981,1892,-6,N
90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.65330124,-111.2220001,1211,-7,A
91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.29109955,-80.60780334,30,-5,A
92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.27280045,-75.99060059,656,-5,A
93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.67950058,-74.03869629,270,-5,A
94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.18999863,-61.78919983,39,-5,A
95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.52170181,-75.56359863,211,-5,A
96,Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169968,-77.80280304,918,-5,A
97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060242,-139.8390045,824,-8,A
98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.40499878,-110.2789993,1775,-7,A
99,High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139893,-117.1650009,1110,-7,A
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.32249832,-75.66919708,374,-5,A
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.21419907,-105.6729965,1405,-6,N
102,Peace River Airport,Peace River,Canada,YPE,CYPE,56.22689819,-117.4469986,1873,-7,A
103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,-6,A
104,Pitt Meadows Airport,Pitt Meadows,Canada,UNKNOWN,CYPK,49.21609879,-122.7099991,11,-8,A
105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.44639969,-90.21420288,1267,-5,A
106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639908,-64.28859711,167,-5,A
107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954,-78.36329651,628,-5,A
108,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.28609848,-130.4450073,116,-8,A
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.76720047,-111.1169968,761,-7,A
110,Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.97470093,-79.30329895,925,-5,A
111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5,A
112,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220139,-113.8939972,2968,-7,A
113,Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043,-82.95559692,622,-5,A
114,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167,-128.8220062,2255,-8,A
115,Kenora Airport,Kenora,Canada,YQK,CYQK,49.78829956,-94.36309814,1332,-6,A
116,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.63029861,-112.8000031,3048,-7,A
117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169,-64.6785965,232,-4,A
119,Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017,-124.887001,84,-8,A
120,Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002,-104.6660004,1894,-6,N
121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865,-89.32389832,653,-5,A
122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.17969894,-118.8850021,2195,-7,A
123,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184,-102.461998,1635,-6,N
124,North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937,-108.2440033,1799,-6,N
125,Gander International Airport,Gander,Canada,YQX,CYQX,48.93690109,-54.56809998,496,-3.5,A
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.16139984,-60.04779816,203,-4,A
127,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.02610016,-122.5100021,1789,-8,A
128,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.71690369,-94.9693985,215,-6,A
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.76440048,-69.58470154,427,-5,A
130,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000046,-72.26560211,586,-5,A
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.42969894,-114.9039993,3244,-7,A
132,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.81140137,-92.11579895,94,-6,A
133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889679,1141,-5,A
134,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.43859863,-71.69139862,792,-5,A
135,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107,-65.89029694,357,-4,A
136,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.02030182,-111.961998,671,-7,A
137,Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,2106,-5,A
138,Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060135,-63.83359909,56,-4,A
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.99389648,-125.2429962,282,-7,A
140,Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.23000336,-76.52670288,164,-5,A
141,Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168,-97.86419678,729,-6,A
142,CFB Trenton,Trenton,Canada,YTR,CYTR,44.1189003,-77.52809906,283,-5,A
143,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.56969833,-81.37670136,967,-5,A
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5,A
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.4332962,-133.026001,15,-7,A
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118,-5,A
147,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.52140045,-86.22470093,80,-6,A
148,Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610016,-81.2425,30,-5,A
149,Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046,-78.83560181,988,-5,A
150,La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.15140152,-105.262001,1242,-6,N
151,Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.35580063,-110.8239975,2025,-7,A
152,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.54579926,-64.03140259,21,-5,A
153,Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.05329895,-77.78279877,1107,-5,A
154,Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.09609985,-68.42690277,129,-5,A
155,Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095,-126.7979965,238,-7,A
156,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19390106,-123.1839981,14,-8,A
157,Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.84189987,-108.4179993,1423,-6,N
158,Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,729,-5,A
159,Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.95220184,-77.31919861,427,-5,A
160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.90999985,-97.23989868,783,-6,A
161,Wabush Airport,Wabush,Canada,YWK,CYWK,52.9219017,-66.86440277,1808,-4,A
162,Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.18310165,-122.0540009,3085,-8,A
163,Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.20940018,-123.4369965,489,-7,A
164,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.6108017,-115.7819977,3082,-7,A
165,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.57249832,-113.5210037,2202,-7,A
166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.17079926,-106.6999969,1653,-6,N
167,Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.01890182,-110.7210007,2352,-7,A
168,Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.23809814,-120.7399979,2280,-7,A
169,Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11389923,-91.90529633,1258,-6,A
170,Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.14499664,-65.71360016,75,-5,A
171,Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.69740065,-79.84734535,800,-5,A
172,Prince George Airport,Prince George,Canada,YXS,CYXS,53.88940048,-122.6790009,2267,-8,A
173,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,713,-8,A
174,London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,-5,A
175,Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.02529907,-122.3610001,195,-8,A
176,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.70959854,-135.0670013,2317,-8,A
177,North Bay Airport,North Bay,Canada,YYB,CYYB,46.36360168,-79.42279816,1215,-5,A
178,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.11389923,-114.0199966,3557,-7,A
179,Smithers Airport,Smithers,Canada,YYD,CYYD,54.8246994,-127.1829987,1712,-8,A
180,Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.83639908,-122.5970001,1253,-8,A
181,Penticton Airport,Penticton,Canada,YYF,CYYF,49.46310043,-119.6019974,1129,-8,A
182,Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.29000092,-63.12110138,160,-4,A
183,Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.54669952,-93.5766983,92,-7,A
184,Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.64690018,-123.4260025,63,-8,A
185,Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.86389923,-101.0759964,1170,-6,A
186,Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.29190063,-107.6910019,2680,-6,N
187,Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.73920059,-94.06500244,94,-6,A
188,Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.31919861,-60.42580032,160,-4,A
189,St. John's International Airport,St. John's,Canada,YYT,CYYT,47.61859894,-52.75189972,461,-3.5,A
190,Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.41389847,-82.46749878,743,-5,A
191,Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29029846,-88.90969849,1058,-5,A
192,Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.60860062,-68.20809937,172,-5,A
193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569,-5,A
194,Downsview Airport,Toronto,Canada,YZD,CYZD,43.74250031,-79.46559906,652,-5,A
195,Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.88529968,-82.56780243,635,-5,A
196,Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.46279907,-114.4400024,675,-7,A
197,Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.29309845,-114.7770004,1912,-7,A
198,Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916,-131.8139954,21,-8,A
199,Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.99940109,-82.30889893,594,-5,A
200,Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.68059921,-127.3669968,71,-8,A
201,Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.14390182,-115.7870026,2567,-7,A
202,Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,50.22330093,-66.26560211,180,-5,A
203,Teslin Airport,Teslin,Canada,YZW,CYZW,60.17279816,-132.7429962,2313,-8,A
204,CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.9844017,-64.91690063,92,-4,A
205,Faro Airport,Faro,Canada,ZFA,CZFA,62.20750046,-133.3760071,2351,-8,A
206,Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.40750122,-134.8609924,116,-7,A
207,Blida Airport,Blida,Algeria,UNKNOWN,DAAB,36.50360107,2.814169884,535,1,N
208,Bou Saada Airport,Bou Saada,Algeria,UNKNOWN,DAAD,35.33250046,4.206389904,1506,1,N
209,Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018,5.069920063,20,1,N
210,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.69100189,3.215409994,82,1,N
211,Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.2928009,9.452440262,3176,1,N
212,Boufarik Airport,Boufarik,Algeria,QFD,DAAK,36.545799,2.87611,335,1,N
213,Reggane Airport,Reggan,Algeria,UNKNOWN,DAAN,26.71010017,0.285647005,955,1,N
214,Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234993,8.622650146,1778,1,N
215,Ain Oussera Airport,Ain Oussera,Algeria,UNKNOWN,DAAQ,35.52539825,2.878710032,2132,1,N
216,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.81150055,5.451079845,4518,1,N
217,Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.79510117,5.87361002,36,1,N
218,Mecheria Airport,Mecheria,Algeria,UNKNOWN,DAAY,33.53590012,-0.242353007,3855,1,N
219,Relizane Airport,Relizane,Algeria,UNKNOWN,DAAZ,35.75220108,0.626272023,282,1,N
220,Annaba Airport,Annaba,Algeria,AAE,DABB,36.82220078,7.809169769,16,1,N
221,Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.27600098,6.620389938,2265,1,N
222,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.43159866,8.12071991,2661,1,N
224,Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.93040085,3.311539888,2540,1,N
225,Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.34109879,1.463150024,3245,1,N
226,Bou Sfer Airport,Bou Sfer,Algeria,UNKNOWN,DAOE,35.73540115,-0.805388987,187,1,N
227,Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003994,-8.167099953,1453,1,N
228,Ech Cheliff Airport,Ech-cheliff,Algeria,QAS,DAOI,36.21269989,1.331769943,463,1,N
229,Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.54240036,-0.532278001,367,1,N
230,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.01670074,-1.450000048,814,1,N
231,Es Senia Airport,Oran,Algeria,ORN,DAOO,35.62390137,-0.621182978,295,1,N
232,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,UNKNOWN,DAOS,35.17179871,-0.593275011,1614,1,N
233,Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.20769882,0.147141993,1686,1,N
234,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.83760071,-0.186414003,919,1,N
235,Biskra Airport,Biskra,Algeria,BSK,DAUB,34.79330063,5.738230228,289,1,N
236,El Golea Airport,El Golea,Algeria,ELG,DAUE,30.57130051,2.859590054,1306,1,N
237,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410187,3.79411006,1512,1,N
238,Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.67300034,6.140439987,463,1,N
239,In Salah Airport,In Salah,Algeria,INZ,DAUI,27.25099945,2.512020111,896,1,N
240,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.06779861,6.088669777,279,1,N
241,Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.76440048,2.928339958,2510,1,N
242,Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006,0.276033014,1027,1,N
243,Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.91720009,5.412779808,492,1,N
244,In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.05150032,9.642910004,1847,1,N
245,Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186,2.384350061,19,1,N
246,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.35319996,-1.512420058,1037,0,N
247,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.16009998,-4.33096981,1511,0,N
248,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.6051898,-0.166786,205,0,N
249,Tamale Airport,Tamale,Ghana,TML,DGLE,9.557189941,-0.863214016,553,0,N
250,Wa Airport,Wa,Ghana,UNKNOWN,DGLW,10.08269978,-2.507689953,1060,0,N
251,Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.361830235,-2.328759909,1014,0,N
252,Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.89605999,-1.774760008,21,0,N
253,Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209,-3.926290035,21,0,N
254,Bouaké Airport,Bouake,Cote d'Ivoire,BYK,DIBK,7.738800049,-5.07366991,1230,0,N
255,Daloa Airport,Daloa,Cote d'Ivoire,DJO,DIDL,6.792809963,-6.473189831,823,0,N
256,Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,9.387180328,-5.556660175,1214,0,N
257,Man Airport,Man,Cote d'Ivoire,MJC,DIMN,7.272069931,-7.587359905,1089,0,N
258,San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,4.746719837,-6.660820007,26,0,N
259,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.903170109,-5.365580082,699,0,N
260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161,7.263169765,1123,1,N
261,Akure Airport,Akure,Nigeria,AKR,DNAK,7.246739864,5.301010132,1100,1,N
262,Benin Airport,Benin,Nigeria,BNI,DNBE,6.316979885,5.599500179,258,1,N
